Gene,C,Z,Pval,FDR
Carhsp1,0.00685075471853706,0.8231376,0.20521487976914843,0.4637556699016668
Rassf3,0.005335313076964889,0.8213693,0.20571797520664514,0.46421490615143834
Creb3l2,0.0048892640090184595,0.81929725,0.2063084194307539,0.4648696263155852
Pard6g,0.00410861792229015,0.8104698,0.20883510587356635,0.4698789882155243
4930558J18Rik,0.007878660149908656,0.806958,0.20984533489971563,0.47146673211140755
Tslp,0.009069963557206533,0.79184204,0.2142263920108904,0.4806122533809541
Gbp3,0.005170076014378912,0.78214425,0.21706490239109288,0.4862450222406466
Zcchc18,0.0038807817088599116,0.7811221,0.21736534585951384,0.4862450222406466
Hgf,0.0046740283313444035,0.77497977,0.21917580676715798,0.48958751641495024
1500012F01Rik,0.0052040231147904145,0.7734673,0.21962293629649499,0.48977795019742365
Pi16,0.008052167154641762,0.7725518,0.2198938471493601,0.48977795019742365
Ak1,0.004276866845556679,0.76082426,0.2233810201165039,0.4968301999142931
Wfdc2,0.002342197419427415,0.7580911,0.22419822603109468,0.49793235853103957
Tmtc2,0.004538045111717661,0.7540922,0.22539692540348355,0.4998774219550036
Car5b,0.004133643617375231,0.74933964,0.2268262606873745,0.5018801630809893
Sp140,0.007842330097363844,0.7489343,0.22694839415807005,0.5018801630809893
Klrb1f,0.005213354982937903,0.74679506,0.22759363952231082,0.5025890926969147
Bdh2,0.0015574961367458484,0.74029213,0.2295613770570954,0.5061323936262465
Clec7a,0.006730333037483711,0.73803276,0.23024727148768803,0.5061323936262465
Ckap2l,0.004516598388165692,0.7371823,0.23050574204351065,0.5061323936262465
Enpp5,0.004729741481860894,0.73718137,0.2305060319809456,0.5061323936262465
Nt5e,0.006488665126736041,0.7286742,0.2331004973004513,0.5111042065454654
5430417L22Rik,0.0049223531687600615,0.7265428,0.23375304864338758,0.5118100697312079
Marcks,0.0030880194113225173,0.7167422,0.23676658557612196,0.5176760938867752
Txk,0.004787138360003088,0.7110646,0.2385221097878032,0.520778880044456
Txnip,0.004061600532720978,0.7048976,0.24043698735598829,0.5242203611648871
Ccdc92,0.003280988985310062,0.703211,0.2409621295840863,0.5246264087147195
Sh3bp5,0.004163291574674789,0.70076966,0.24172338672132881,0.525544666635698
Cmtm8,0.003170311245870922,0.6911475,0.24473642427004672,0.5313492072510972
Oas3,0.004059768038726076,0.6776107,0.24900928147041718,0.5398688623476272
Ctse,0.002612692816957491,0.670834,0.2511631410538872,0.5437769823096746
Il2ra,0.004603021567359719,0.66568893,0.2528049747207095,0.5465671799827629
Dock6,0.003875249608578668,0.65600526,0.2559103688503246,0.5525094155931695
Il17ra,0.004491806958473816,0.65302706,0.2568694175266816,0.5534334969605633
Cd300lb,0.0044285266613673145,0.65245634,0.25705341363995154,0.5534334969605633
Fam49a,0.003349584313562287,0.6500347,0.2578348955021377,0.554345025329596
Fnip2,0.004626125353556736,0.6452414,0.2593853871588958,0.5569051030817902
Gm15133,0.003148514991042188,0.6278388,0.2650547760223624,0.5674350202289326
P2ry10,0.0033331132108466517,0.62705594,0.265311282557804,0.5674350202289326
Gpr183,0.00520010051659371,0.6268173,0.265389505585108,0.5674350202289326
F2rl2,0.0047852182493843725,0.61734706,0.2685029158115886,0.573300018863916
Pram1,0.012832074044784283,0.61336684,0.2698169026477924,0.5753120734143011
Car1,0.0062245436714008446,0.6084993,0.271428188837483,0.5771619439185497
Usp40,0.0029850070064021453,0.6084933,0.2714301648402482,0.5771619439185497
Entpd3,0.005018854685035313,0.5840813,0.27958281032157273,0.5936820169791421
Emid1,0.0014441811326272402,0.5820721,0.2802590655168541,0.5943027855069728
Stxbp6,0.002679296193687818,0.5773778,0.2818421351098934,0.5968421684680096
St3gal5,0.0027381899852494686,0.5754069,0.2825080663048294,0.5974350910380818
E230008N13Rik,0.004078178488109494,0.5652308,0.28595839939897977,0.6039066879530978
Rras2,0.0027554934777578727,0.5447748,0.2929542162877229,0.6178380474296935
Gstt1,0.0029966620240800537,0.54035854,0.2944748959687665,0.620200189060749
Serpine2,0.004613002521245118,0.5285273,0.29856669531901736,0.6279636472198898
1110054M08Rik,0.002226012937779731,0.5257117,0.29954426140080165,0.6291648801200013
Nrtn,0.0018678357354182818,0.5136083,0.30376294582307345,0.6371613009947394
Fpr2,0.009101152397051802,0.5107331,0.30476897028213157,0.6384064492513393
A130077B15Rik,0.007141128966347491,0.49498338,0.31030592791678246,0.6480545796879521
Akap2,0.002797421725524531,0.49453855,0.3104629455697463,0.6480545796879521
Sept1,0.00246199430253096,0.49338493,0.31087031512855995,0.6480545796879521
Glb1,0.002887055935054723,0.49287784,0.31104945265384265,0.6480545796879521
Lsr,0.005912991372299577,0.49102938,0.31170283332113957,0.648542991910113
1700113A16Rik,0.003187644855354531,0.48348534,0.31437558284828404,0.6532260432874413
Mmp12,0.004261339762777866,0.47497427,0.3174026547638764,0.6586317822714218
Stx11,0.0035883365959189658,0.47212246,0.31841969071823684,0.6598576723317678
Tbc1d9,0.0026227306899827964,0.4709126,0.31885157292861627,0.6598692979859598
Mrvi1,0.003171389814259104,0.46244884,0.3218797427065204,0.6648315763855781
Lpar6,0.0030343814955492423,0.4618113,0.3221083218922374,0.6648315763855781
Desi1,0.003087766929323433,0.45781806,0.32354157942593986,0.6669006191096604
Kcnip3,0.00302210757662885,0.44408026,0.3284922776481851,0.6757007850152885
Klf5,0.004537802267146852,0.4435502,0.328683908989995,0.6757007850152885
Mx2,0.0019296002645603594,0.44006917,0.3299435056043203,0.6773906454582066
Bmyc,0.002430095153081145,0.4358906,0.3314580581337213,0.6793227959946383
2010002M12Rik,0.002841517973900492,0.43505213,0.33176229571831173,0.6793227959946383
Napsa,0.002854489436802413,0.4313511,0.3331065516790641,0.6802553125800916
Parp16,0.003105558860927278,0.43047923,0.3334235366380587,0.6802553125800916
Fgr,0.005362730190357922,0.43016988,0.33353603504411466,0.6802553125800916
Cd274,0.002397412496219303,0.4140504,0.33941859815866793,0.691342092038971
Arhgef3,0.0026301404689351195,0.41169474,0.3402815921491311,0.69218909940454
Clec2d,0.0019541699894517752,0.40975192,0.34099396889976574,0.6924218358219278
Ifit3,0.002078033373931358,0.4081567,0.3415793201461107,0.6924218358219278
Itgb7,0.003526623213283988,0.40772468,0.3417379086356285,0.6924218358219278
Bach2,0.001711897491915696,0.3986755,0.345066160785765,0.6982515253547246
Clec4n,0.009938503098744252,0.3965534,0.34584841212233397,0.6989208119652389
Capg,0.0033971825605344425,0.38804743,0.34899046826313534,0.7043510363381141
Gm7694,0.002138983172091376,0.38214183,0.35117808362711445,0.7078433248109026
Phldb1,0.0015701996418036527,0.37863526,0.3524793682645736,0.7095423433986475
Cdkn1b,0.002233163130008108,0.3763305,0.3533356055784327,0.7103422304356024
Lrp1,0.004189742561018006,0.35657078,0.3607065776784522,0.7242202104361142
Ampd3,0.002498205441580543,0.3526217,0.3621860319181153,0.7262486754005731
Acvrl1,0.0032092942058590283,0.34275618,0.3658909464586533,0.7327285706571738
Rftn2,0.0017140995655799923,0.3413804,0.36640861887324605,0.7328172377464921
Hyls1,0.0055264250406930416,0.33609697,0.3683988707850591,0.735847034806802
BC025920,0.0022011882751409367,0.3268643,0.37188526102983177,0.7418535877244582
Bfsp2,0.0015020965335684133,0.3255696,0.3723750079223571,0.7418745331580551
Per2,0.002499499671002504,0.32216245,0.37366481511791494,0.7426233735981711
Grina,0.002427193391328326,0.32204226,0.3737103411065732,0.7426233735981711
AW112010,0.0015525383237094262,0.32012734,0.37443590120619896,0.7431112500861486
Pkp3,0.0021424829009337233,0.31588948,0.3760431994329712,0.7453455476597176
Serpinb6b,0.0013286152073442045,0.31033525,0.37815301440949944,0.7485688827441241
Oaf,0.002454546970825043,0.30364624,0.3806987109640343,0.7526457274231483
Gm2a,0.0020371833305324267,0.29981515,0.38215908002204135,0.7545692039210715
Crebrf,0.0014796813529087,0.29333866,0.384631654486599,0.7576255985981004
Atf5,0.0020237038575781703,0.2931968,0.38468586595484944,0.7576255985981004
Cybasc3,0.0018522642223178438,0.27944043,0.3899534227535187,0.7668103819650472
Tcf7l2,0.001680984557707711,0.27843255,0.3903401685971946,0.7668103819650472
Fam213a,0.0015106076827816532,0.2670102,0.3947306492313506,0.7744525285299502
Ptgs2,0.0017985928281497798,0.2618106,0.3967337329223142,0.7760341092246927
Clec4a2,0.004087630660299411,0.26146495,0.3968669864172828,0.7760341092246927
Zfp623,0.002184350900156762,0.26006803,0.39740564931263545,0.7760341092246927
Tusc1,0.0015314284987124126,0.25971445,0.3975420210692386,0.7760341092246927
Plxdc2,0.001003866813577715,0.25719213,0.39851522765913,0.7769541214311503
C5ar1,0.0036198540747479162,0.24801542,0.40206123854299103,0.7792111876791387
Sema4c,0.0016449507630971118,0.24397457,0.4036252589141055,0.7792111876791387
Tubb2a,0.0016582996501820753,0.2343289,0.4073648273536343,0.7792111876791387
Vegfc,0.0017240757813747017,0.2199916,0.4129388504674706,0.7792111876791387
Trib1,0.0022097034342974785,0.21086933,0.4164946196508369,0.7792111876791387
P2rx1,0.0011732192928631529,0.20862053,0.41737223998421996,0.7792111876791387
Zbp1,0.001604994992963862,0.20728849,0.41789228178363425,0.7792111876791387
Sat2,0.0019319743898641485,0.2063184,0.4182711058948059,0.7792111876791387
Krt18,0.0008248144273226571,0.20396692,0.4191896764595105,0.7792111876791387
Espnl,0.0020591423820010366,0.20393835,0.41920083788560447,0.7792111876791387
Cdc42ep2,0.0012290549633351998,0.20213695,0.4199048315644641,0.7792111876791387
Slc24a3,0.0014403024870147559,0.19544883,0.42252079612545723,0.7792111876791387
Dennd1c,0.0009750039111882612,0.19046132,0.424473824217953,0.7792111876791387
Clip2,0.0020021063451538656,0.18907289,0.42501784363103634,0.7792111876791387
Zfp438,0.001326718861906643,0.1844235,0.42684061537628276,0.7792111876791387
Gm4890,0.0016776881166065858,0.17720354,0.4296742591335276,0.7792111876791387
N4bp2l1,0.0009747667572279348,0.16279672,0.4353392450994307,0.7792111876791387
Dfna5,0.0009033063405435129,0.16198307,0.4356595919027524,0.7792111876791387
Gm6484,0.0023884814841116744,0.16062324,0.436195075833803,0.7792111876791387
Tmem154,0.0014901176085371567,0.15991426,0.4364743095268401,0.7792111876791387
2810013P06Rik,0.0009614927140240766,0.15785033,0.4372873710092478,0.7792111876791387
Mylk,0.0007982826322585655,0.15275684,0.43929501743912136,0.7792111876791387
Meg3,0.0006196133724584636,0.14906688,0.44075042975541173,0.7792111876791387
C2cd2l,0.001228955013521212,0.14292134,0.4431761509919775,0.7792111876791387
Kdm6b,0.0008447549011015653,0.1410898,0.4438995019107749,0.7792111876791387
E330020D12Rik,0.0007900743087249489,0.13900776,0.4447220076768186,0.7792111876791387
Serpinb9,0.0007904210786172026,0.13827154,0.4450129084505101,0.7792111876791387
Itm2c,0.0008780227204535395,0.13655862,0.44568984238799353,0.7792111876791387
Upp1,0.0007162194793679354,0.13094105,0.4479109711964626,0.7792111876791387
Taco1,0.0008402999640217362,0.1285212,0.44886825950613846,0.7792111876791387
Fcrl1,0.0007280188117105823,0.12848969,0.44888072916742194,0.7792111876791387
Gimap4,0.0004685611812018951,0.12275015,0.4511524758006936,0.7792111876791387
Gcnt1,0.0007399976793131228,0.122520104,0.4512435626029172,0.7792111876791387
Brwd1,0.0006890198027380944,0.10775332,0.45709568562000047,0.7792111876791387
Hist1h4d,0.0009001640829119038,0.09694875,0.4613835469804344,0.7792111876791387
Egr1,0.0006748097019105996,0.09029597,0.46402601109773617,0.7792111876791387
Hspa1a,0.0008825350493014488,0.088460796,0.4647552213677387,0.7792111876791387
Serpinb6a,0.0005184940907643007,0.08449311,0.4663321910964692,0.7792111876791387
Abcg1,0.00047793245493898343,0.082095526,0.467285375362517,0.7792111876791387
Casp12,0.00036069020962060174,0.075275585,0.469997723330005,0.7792111876791387
Gas2l2,0.0013288090090865505,0.06651135,0.4734853617032918,0.7792111876791387
Cir1,0.0005358969574705091,0.064218685,0.4743980497999463,0.7792111876791387
Epx,0.002055718788279687,0.06187781,0.47533006955466833,0.7792111876791387
B3gnt5,0.0003075790105970143,0.060869955,0.47573138893741534,0.7792111876791387
Dip2a,0.00028952698079193033,0.05196999,0.47927630274584476,0.7792111876791387
Rnf128,0.00047201755562836664,0.05114812,0.47960374584068205,0.7792111876791387
Trim30b,0.0003101890206242832,0.050074987,0.48003131605866745,0.7792111876791387
Mafb,0.0021118055934477298,0.04931714,0.48033328014387966,0.7792111876791387
Tcp11l2,0.00027562200630394613,0.044569742,0.4822251305606062,0.7792111876791387
Trem2,0.0005452015359907049,0.043158628,0.48278754218729364,0.7792111876791387
Ngp,0.0004702988235885184,0.041557245,0.48342582867881656,0.7792111876791387
Ubash3b,0.00028343230250611306,0.039829638,0.48411447369074523,0.7792111876791387
Pkib,0.0002268166127777452,0.034809824,0.4861156934489547,0.7792111876791387
Prg2,0.000836515937185431,0.028277855,0.4887202711968822,0.7792111876791387
Pcmtd2,0.0001129528925213619,0.025683206,0.48975500972448677,0.7792111876791387
Pnkd,0.0001289161653416981,0.024665948,0.49016070818425794,0.7792111876791387
Emcn,9.473046103259041e-05,0.020034598,0.4920078863686704,0.7792111876791387
Fbxo32,7.4439759825051e-05,0.017065044,0.49319236265181576,0.7792111876791387
Pex11a,9.24819798763363e-05,0.014470938,0.49422713261115153,0.7792111876791387
Ptpn5,0.00021223904521765793,0.009126418,0.49635913642564206,0.7792111876791387
Ctsk,0.00019246279320673178,0.008243696,0.49671127843501583,0.7792111876791387
Klrb1b,0.00022797229680821478,0.007909029,0.496844786912971,0.7792111876791387
Trim7,0.00012077241053326529,0.004473334,0.49821540381374396,0.7792111876791387
Rab6b,1.7365776569723115e-05,0.0027761713,0.49889246930801473,0.7792111876791387
Prg3,2.9547366892556138e-05,0.0014118323,0.4994367605950041,0.7792111876791387
2210417K05Rik,1.6057850311382988e-06,0.00024630086,0.4999017401755106,0.7792111876791387
Map1b,-4.3594696379991855e-05,-0.0017163958,0.5006847425342903,0.7792111876791387
Sox15,-4.3594696379991855e-05,-0.0017163958,0.5006847425342903,0.7792111876791387
Treml1,-3.62908596430319e-05,-0.0020350188,0.5008118544624728,0.7792111876791387
Sema4f,-3.15326992136056e-05,-0.002147012,0.5008565331751685,0.7792111876791387
Ppm1n,-9.37630396202044e-05,-0.003847236,0.5015348213354532,0.7792111876791387
Tmx1,-0.00015930865195381124,-0.005589322,0.5022298053291294,0.7792111876791387
1600029D21Rik,-0.0001106503077669158,-0.0061727273,0.5024625462782157,0.7792111876791387
Adtrp,-0.0001560759073384587,-0.0068493965,0.5027324924968684,0.7792111876791387
Ankrd22,-0.00028255794074111984,-0.007513027,0.5029972359961168,0.7792111876791387
Hist1h2bp,-0.00028255794074111984,-0.007513027,0.5029972359961168,0.7792111876791387
Crisp3,-9.993475150778316e-05,-0.0097258715,0.5038800001835013,0.7792111876791387
Il7r,-0.00019260919839643562,-0.0129690105,0.5051737415937111,0.7792111876791387
Epg5,-8.801375292546758e-05,-0.0130501045,0.5052060906741191,0.7792111876791387
Calml4,-0.0004487251981939738,-0.013790141,0.5055012958793808,0.7792111876791387
Dusp8,-0.00031117573031711897,-0.015698258,0.506262441563014,0.7792111876791387
Eppk1,-0.00031620398726750053,-0.019445293,0.5077570605412556,0.7792111876791387
Plcxd1,-0.00018027231472979478,-0.020211535,0.5080626867470508,0.7792111876791387
Map1a,-0.00020331656449181477,-0.022061802,0.5088006718570306,0.7792111876791387
Megf10,-0.00020331656449181477,-0.022061802,0.5088006718570306,0.7792111876791387
Gm5483,-0.0004232754831402267,-0.02512888,0.5100239179341666,0.7792111876791387
Arhgef5,-0.00011787024963629314,-0.026398493,0.5105302519187953,0.7792111876791387
Plbd1,-0.00032149760720055797,-0.026813587,0.5106957919413396,0.7792111876791387
B230208H11Rik,-0.0001899280159528876,-0.028036883,0.5111836328799724,0.7792111876791387
Btg2,-0.00017118117234931452,-0.031354632,0.5125066392090092,0.7792111876791387
Igf2r,-0.0004573075115621514,-0.03575327,0.5142604523212363,0.7792111876791387
Dpep2,-0.0009156225776228315,-0.03677266,0.5146668636337698,0.7792111876791387
Gm10638,-0.0004098477411006514,-0.036872957,0.514706848827462,0.7792111876791387
Lyve1,-0.0004298935928694017,-0.03785462,0.5150982021868298,0.7792111876791387
Cd5,-0.0005194019744043178,-0.03823501,0.5152498458127409,0.7792111876791387
Camp,-0.0006584814833556857,-0.03859332,0.5153926852303685,0.7792111876791387
Crisp1,-0.00021536519722507348,-0.039317273,0.5156812821413178,0.7792111876791387
Sytl3,-0.0004092930709230374,-0.039527673,0.515765154664768,0.7792111876791387
2310005G13Rik,-0.0004092930709230374,-0.039527673,0.515765154664768,0.7792111876791387
Cmya5,-0.0003172792344061875,-0.041193,0.5164289833232234,0.7792111876791387
Cort,-0.0008319220090565307,-0.042330023,0.516882194042543,0.7792111876791387
Cdk18,-0.00029548590987939444,-0.04314632,0.5172075520575593,0.7792111876791387
Cd59b,-0.0003470634881495445,-0.043395087,0.5173067030390122,0.7792111876791387
Trim24,-0.00028824188258544327,-0.043880224,0.51750006055238,0.7792111876791387
9530082P21Rik,-0.0007096025269491542,-0.044512194,0.517751933757845,0.7792111876791387
Mmp11,-0.00048795640443714583,-0.044652082,0.5178076857126089,0.7792111876791387
Ddx23,-0.0010921320402623458,-0.046549793,0.5185639761342359,0.7792111876791387
Oxtr,-0.00038600014961072697,-0.046605222,0.5185860649705927,0.7792111876791387
Rtn4rl1,-0.0006517584497577202,-0.047832746,0.5190752305823534,0.7792111876791387
Cdh5,-0.0005731806139082487,-0.048136394,0.5191962293906603,0.7792111876791387
Gm19705,-0.0007631800250348924,-0.048230454,0.5192337103096852,0.7792111876791387
Cyp2u1,-0.0004821047349466672,-0.048622556,0.5193899529452408,0.7792111876791387
Ddit4l,-0.0003344785472797375,-0.04992071,0.5199072138217803,0.7792111876791387
Eno4,-0.0003344785472797375,-0.04992071,0.5199072138217803,0.7792111876791387
Tle2,-0.0005047723820917851,-0.0503047,0.5200602106484596,0.7792111876791387
Slc6a4,-0.00124551217191097,-0.051439226,0.5205122357184669,0.7792111876791387
Gm10584,-0.0006727836857867792,-0.05161657,0.5205828927399538,0.7792111876791387
Pde4c,-0.0007090356302858589,-0.052170236,0.5208034754376647,0.7792111876791387
Slco2b1,-0.0006511326928270603,-0.05220769,0.5208183971143877,0.7792111876791387
Aff2,-0.001274097214698388,-0.05235434,0.520876822010046,0.7792111876791387
Nlrp12,-0.001274097214698388,-0.05235434,0.520876822010046,0.7792111876791387
Egr2,-0.00076442173764375,-0.052502573,0.5209358772119349,0.7792111876791387
Tmem64,-0.0003302574262700742,-0.052608967,0.5209782638143107,0.7792111876791387
Ubac2,-0.00032056737955164744,-0.052702904,0.5210156873063869,0.7792111876791387
Tmem25,-0.0007909100774199224,-0.052882258,0.5210871396003081,0.7792111876791387
Tmem151b,-0.0006145772652729691,-0.053278044,0.5212448130962659,0.7792111876791387
Hoxb8,-0.000514946780830859,-0.054084197,0.5215659584823351,0.7792111876791387
Oscar,-0.0009530082607525864,-0.05433378,0.5216653816121131,0.7792111876791387
Il22ra2,-0.00087878031916328,-0.056402307,0.5224893404201512,0.7792111876791387
Mrgpra2a,-0.00087878031916328,-0.056402307,0.5224893404201512,0.7792111876791387
Wif1,-0.0005476703387117393,-0.05706358,0.522752725785796,0.7792111876791387
Kazn,-0.00044649335280983127,-0.057151463,0.5227877290351763,0.7792111876791387
Mapt,-0.0005374680198963254,-0.057549924,0.5229464306769311,0.7792111876791387
Scml4,-0.00034902754912176766,-0.058560506,0.523348915646904,0.7792111876791387
Spata1,-0.0011303585646122876,-0.05907099,0.5235522173435974,0.7792111876791387
Alox8,-0.001146516258386077,-0.0591296,0.5235755585483439,0.7792111876791387
Ptpn14,-0.0008038760488218958,-0.060467716,0.524108436280603,0.7792111876791387
Gm11517,-0.0008371080570967644,-0.06101277,0.5243254808833503,0.7792111876791387
Rbm11,-0.0007849747420304897,-0.061978653,0.524710084153675,0.7792111876791387
Mnda,-0.0008004367137270897,-0.062044777,0.5247364131021783,0.7792111876791387
Lif,-0.0005041522184404454,-0.062222067,0.524807005300527,0.7792111876791387
Iqsec1,-0.00046679245883982383,-0.062286735,0.5248327538822419,0.7792111876791387
Zfp180,-0.0006891601871757315,-0.06272028,0.5250053745318758,0.7792111876791387
Apol9b,-0.00033721930133748224,-0.06273711,0.5250120758766693,0.7792111876791387
Apoe,-0.0005672161217684236,-0.06394198,0.5254917864482709,0.7792111876791387
Cpeb4,-0.0009349995811508833,-0.064542316,0.525730792942811,0.7792111876791387
Gpr179,-0.0004384358261051277,-0.064658165,0.5257769137021835,0.7792111876791387
Inca1,-0.0002998488832168756,-0.06473736,0.5258084407753646,0.7792111876791387
G6pc,-0.0012826867860888226,-0.065045744,0.5259312106216202,0.7792111876791387
Ppfia4,-0.0007019023197953687,-0.06730988,0.5268324936960979,0.7792111876791387
Tgfb2,-0.0006311141457244429,-0.067670844,0.5269761705929341,0.7792111876791387
Actr3b,-0.00035989941329878485,-0.06927714,0.5276154881874155,0.7792111876791387
Itgax,-0.0008682785281921918,-0.06931935,0.5276322891420215,0.7792111876791387
Il10,-0.000630398851140002,-0.07110268,0.5283419818928302,0.7792111876791387
Patl2,-0.0004568821388481695,-0.07192238,0.5286681589547761,0.7792111876791387
Prss30,-0.0005227209131971018,-0.07591301,0.5302558476840987,0.7792111876791387
Gm10416,-0.00034768197696623807,-0.07632283,0.5304188689312382,0.7792111876791387
Hpgd,-0.0009464138725196075,-0.076841064,0.5306250084476484,0.7792111876791387
Srcin1,-0.0007798634089142273,-0.07707806,0.5307192764022418,0.7792111876791387
Rbm20,-0.0007196707766116681,-0.07794291,0.5310632661448897,0.7792111876791387
Chi3l1,-0.0013379191304689244,-0.078000285,0.5310860867493927,0.7792111876791387
Serpinb2,-0.0009674555676743935,-0.080384396,0.5320342315417954,0.7792111876791387
Tmem35,-0.00041160876224222143,-0.08078846,0.5321949085058245,0.7792111876791387
Serpinc1,-0.0009377995768166944,-0.08327469,0.5331834384965597,0.7792111876791387
Ankrd37,-0.0005060198900853468,-0.08332134,0.5332019839389484,0.7792111876791387
Pdzd3,-0.0008477166801534789,-0.08368534,0.5333466927822771,0.7792111876791387
Cd82,-0.0004890951168141079,-0.08410508,0.5335135578872047,0.7792111876791387
Pou3f1,-0.0006206114547183029,-0.084534906,0.533684424351105,0.7792111876791387
Clock,-0.00046434492332455754,-0.085719995,0.5341554966196471,0.7792111876791387
Sec31b,-0.0003527069697988075,-0.08579017,0.5341833904460113,0.7792111876791387
1700057G04Rik,-0.0003878788181555551,-0.0859207,0.5342352715093969,0.7792111876791387
Rhbdl2,-0.0003990239346384295,-0.08728925,0.5347792012200804,0.7792111876791387
Gm15401,-0.0013423289094392282,-0.0874654,0.5348492058107037,0.7792111876791387
Fosb,-0.0013423289094392282,-0.0874654,0.5348492058107037,0.7792111876791387
Crispld2,-0.00042857725899006016,-0.088637576,0.5353150276684514,0.7792111876791387
Wnt4,-0.0009402256399358393,-0.0887769,0.5353703923827385,0.7792111876791387
Cdkn2b,-0.00041796924644278325,-0.08897641,0.535449672276641,0.7792111876791387
2410066E13Rik,-0.0004849022112877251,-0.08936899,0.5356056670027697,0.7792111876791387
Card11,-0.0007397927768939381,-0.08940784,0.5356211030514859,0.7792111876791387
D130017N08Rik,-0.001050653134620381,-0.090111926,0.5359008639784936,0.7792111876791387
Irg1,-0.0013136403820408387,-0.09021731,0.5359427343773062,0.7792111876791387
Pawr,-0.00037857479988798843,-0.09027247,0.5359646522356319,0.7792111876791387
Il5ra,-0.0007997461491139139,-0.09043403,0.5360288421585193,0.7792111876791387
Maf,-0.0012881659724735344,-0.09089055,0.5362102200918463,0.7792111876791387
Tespa1,-0.0005719121415489032,-0.09094414,0.5362315120356835,0.7792111876791387
Ppap2b,-0.00138234725470677,-0.091739975,0.5365476820480645,0.7792111876791387
Sh2d4a,-0.0007120980811246063,-0.092109516,0.5366944861437847,0.7792111876791387
Gm9926,-0.0009059458402319929,-0.0925801,0.5368814240780874,0.7792111876791387
Zfp551,-0.0004109426954161404,-0.09264823,0.5369084869476892,0.7792111876791387
Fsip1,-0.0008961163855048187,-0.09356436,0.5372723895423387,0.7792111876791387
St6galnac5,-0.0007161488350416011,-0.09363192,0.5372992250213299,0.7792111876791387
Slc41a2,-0.0005017949979784203,-0.09371149,0.5373308278120411,0.7792111876791387
Gna12,-0.0010303347860887628,-0.09455325,0.5376651566016462,0.7792111876791387
Penk,-0.0010303347860887628,-0.09455325,0.5376651566016462,0.7792111876791387
Rn45s,-0.0019190305950461594,-0.09661692,0.5384846889827518,0.7792111876791387
Cpn1,-0.0012580923190848193,-0.09663431,0.5384915970995307,0.7792111876791387
Plxnc1,-0.0006065010980139673,-0.09717336,0.5387056394067516,0.7792111876791387
Wnk2,-0.00041821828153582665,-0.09732802,0.5387670483999575,0.7792111876791387
Ntng1,-0.0003159122859220922,-0.09803197,0.5390465455392986,0.7792111876791387
Dapk2,-0.0007928971695346196,-0.09870021,0.5393118491170086,0.7792111876791387
5730559C18Rik,-0.0006093335976877557,-0.09929781,0.5395490900625528,0.7792111876791387
Syt5,-0.0006127031500079329,-0.099431016,0.5396019710370884,0.7792111876791387
Cpa6,-0.0010275917407104134,-0.10058238,0.5400590091752929,0.7792111876791387
Col1a2,-0.000726600850321957,-0.100632295,0.5400788204414098,0.7792111876791387
Trap1a,-0.0017705621477968868,-0.10086213,0.5401700473901891,0.7792111876791387
Cd300c,-0.0010195896666013902,-0.100935705,0.5401992503317733,0.7792111876791387
Cgnl1,-0.0012025906743049848,-0.10105872,0.540248077165584,0.7792111876791387
Mir142,-0.0009948895384075127,-0.10195718,0.5406046681891516,0.7792111876791387
Cdh23,-0.0012086343670164015,-0.10309209,0.5410550583005005,0.7792111876791387
A430035B10Rik,-0.0014646101782384126,-0.103651874,0.5412771899915213,0.7792111876791387
Tnni1,-0.0004400941294814879,-0.10508771,0.5418468953033785,0.7792111876791387
1700055N04Rik,-0.0005091275217585459,-0.105228804,0.5419028723641899,0.7792111876791387
Gp1ba,-0.0006981659288769877,-0.10540314,0.5419720377814262,0.7792111876791387
Timmdc1,-0.0006694170503964363,-0.105632946,0.5420632080316078,0.7792111876791387
Smpd3,-0.0006027168789909414,-0.10657514,0.5424369787298585,0.7792111876791387
Chl1,-0.0004287740747655697,-0.106663294,0.5424719482673475,0.7792111876791387
Rtn1,-0.00041146470130061887,-0.10693074,0.5425780370687964,0.7792111876791387
4930415F15Rik,-0.000574358349091577,-0.107171044,0.5426733565816599,0.7792111876791387
Gm2848,-0.0004865064968311039,-0.10936208,0.5435423457355315,0.7792111876791387
Mfap1b,-0.0015639384748050282,-0.10953412,0.5436105704523018,0.7792111876791387
Cd4,-0.000562089433343676,-0.110367134,0.5439408915194381,0.7792111876791387
Aldh1a2,-0.0004978470911308665,-0.1109737,0.5441813992241151,0.7792111876791387
Arl10,-0.0013020810610914345,-0.112462744,0.5447717459079172,0.7792111876791387
Map1lc3a,-0.0006487610300913365,-0.11305737,0.5450074629895016,0.7792111876791387
Apol10b,-0.0013152011341544445,-0.11401551,0.5453872516498701,0.7792111876791387
Inpp5k,-0.0007820818380882076,-0.11513195,0.5458297328187692,0.7792111876791387
Meis3,-0.0006979124610878066,-0.115412295,0.5459408329049091,0.7792111876791387
Gm20139,-0.000404077070966645,-0.11576063,0.546078874041666,0.7792111876791387
Trim9,-0.0015989380343218165,-0.116211936,0.546257711307062,0.7792111876791387
Sh2d2a,-0.0016212062623224908,-0.11657399,0.5464011746896242,0.7792111876791387
BC051142,-0.0008397072777059053,-0.11734385,0.5467062112935386,0.7792111876791387
Mmp9,-0.0013141551682363684,-0.11737324,0.5467178567472984,0.7792111876791387
