Gene,C,Z,Pval,FDR
Psors1c2,0.022959817482281788,6.8431954,3.872293856019802e-12,1.7893465340652695e-11
Lrp1,0.07797599524240865,6.833974,4.12970335515047e-12,1.9026133314800383e-11
Ly86,0.08007278928209345,6.7901525,5.60075183162099e-12,2.572689565385547e-11
Ptprg,0.032594781869501564,6.768869,6.489653141626262e-12,2.9721843382359326e-11
Dach1,0.06774857459721859,6.7204704,9.056939697513043e-12,4.135735295501531e-11
Gimap6,0.0360739593718075,6.7113914,9.638858928805738e-12,4.388515771115083e-11
Plek,0.04255429622935215,6.69518,1.0770320553090652e-11,4.8892833478546414e-11
Pcsk9,0.032959947941094025,6.675919,1.228437765306826e-11,5.560297253494055e-11
Lax1,0.024573360519389645,6.655858,1.4082600508514395e-11,6.355645943784339e-11
Hist1h2bc,0.038854714645255556,6.647213,1.4934733580756518e-11,6.720630111340434e-11
Fyn,0.030663697969811065,6.6452613,1.513398219675184e-11,6.790552011759957e-11
Rara,0.05210556333059504,6.637194,1.5985520555207747e-11,7.151903416029362e-11
Gcnt2,0.039541742018223594,6.5728765,2.4676203792463242e-11,1.1008289184649309e-10
Zcchc18,0.028618524341790734,6.5525312,2.8284939185987024e-11,1.258192122411147e-10
Pglyrp2,0.028214836461809768,6.532064,3.2434719664420065e-11,1.4386517490120993e-10
Il6st,0.05770040203436824,6.5233717,3.437210978837071e-11,1.520229312925653e-10
LOC100038947,0.08745096288193026,6.427921,6.468054501945383e-11,2.852577882909246e-10
Chi3l3,0.08098009158506403,6.4217796,6.734515642279937e-11,2.9616563108662906e-10
Tnk2,0.04277801128042711,6.416353,6.978869424064375e-11,3.0604220590514596e-10
Entpd3,0.05230804688811417,6.409114,7.31839170135297e-11,3.200245862625536e-10
S100a9,0.24717373597032366,6.325226,1.2643124926781121e-10,5.513114756804838e-10
Mcpt8,0.051183934229573326,6.3112726,1.3837509186992306e-10,6.016984331871935e-10
Oaf,0.052088068967985277,6.2962284,1.5248744689158817e-10,6.612060722357941e-10
Dsg2,0.010007109799756423,6.2951355,1.5356572795181622e-10,6.640216393000321e-10
Crtap,0.03443355671026625,6.2781982,1.7125950899776424e-10,7.384671864304708e-10
Il27ra,0.03022825392383796,6.2738953,1.7606271185995506e-10,7.570696609978068e-10
Phlda2,0.03162805206388923,6.2727017,1.7741811958272e-10,7.607846235846277e-10
Slc2a3,0.033900250709913246,6.2437854,2.1355297171921908e-10,9.1320442050097e-10
Ociad2,0.03172946104230496,6.2074494,2.6925713553628395e-10,1.147690393351053e-09
Fcgr1,0.07448747452371965,6.207092,2.698703508913329e-10,1.147690393351053e-09
Fam108c,0.041635910893328,6.19395,2.9337390559620657e-10,1.2442268653778842e-09
Rbp1,0.03140597768866644,6.1493893,3.889093374621715e-10,1.6448952305777088e-09
Cd96,0.027775949125425328,6.137999,4.1783679091630095e-10,1.7624287529657598e-09
Nhsl2,0.04681326498233432,6.115586,4.810145089242844e-10,2.023397988627153e-09
Apobec1,0.032098169493715495,6.052538,7.129071114649882e-10,2.9907322724872672e-09
Itm2a,0.028655876640486005,6.046064,7.421362372344302e-10,3.104937554699724e-09
Ypel3,0.03136589394365193,6.0086007,9.356567902570228e-10,3.904034262312322e-09
Zfpm1,0.03136401639621577,5.963274,1.2361666026534645e-09,5.144048120719256e-09
Hmox1,0.04033342075672013,5.960925,1.2540695754416967e-09,5.204556843924254e-09
Ptplad2,0.04449773219814187,5.9477153,1.3595551065004635e-09,5.62724947824256e-09
Mndal,0.037413205278462404,5.9261174,1.5509041641584762e-09,6.40213238964619e-09
L1cam,0.029000853301402115,5.9224033,1.5863515191237744e-09,6.5310429563925605e-09
Flnb,0.03911699125979485,5.8769693,2.0892278360712152e-09,8.578580080207537e-09
Ccl17,0.00798035824304474,5.875695,2.1053619521867496e-09,8.621958470860023e-09
Ms4a2,0.04633789661567669,5.8547697,2.388357231930376e-09,9.755084419599531e-09
Aqp1,0.017223953087510496,5.8521843,2.4257929240303585e-09,9.881914332628935e-09
Cbfa2t3,0.030705159190144733,5.84841,2.4814682877138466e-09,1.0082186113860983e-08
Capg,0.05200488048066924,5.834158,2.7031446055254305e-09,1.0954104317678969e-08
Sema7a,0.027313732890396864,5.8017287,3.2817343632804457e-09,1.3229980847769916e-08
Jakmip1,0.021265304211554772,5.8017225,3.281855714175483e-09,1.3229980847769916e-08
Cd300lb,0.03857219091107652,5.795409,3.4077397026283813e-09,1.3701768986152557e-08
Clec7a,0.058719212471497854,5.792032,3.476999289468376e-09,1.3944028238593382e-08
Klf9,0.03901388993020727,5.789603,3.5276441856061877e-09,1.411057674242475e-08
Bcl2l11,0.030131682583787484,5.775456,3.837248800801924e-09,1.5309435937220047e-08
Kmo,0.050997338896854746,5.74454,4.6085544682159725e-09,1.8339440403080528e-08
Cd244,0.0257393116241697,5.657391,7.684564870768429e-09,3.0501811333203915e-08
Ms4a4c,0.09973872905037637,5.6232367,9.370618704412027e-09,3.7099022389846074e-08
Mx2,0.024013246702869938,5.615899,9.777138296490238e-09,3.8609719599405326e-08
Lpin1,0.023149705096636695,5.5427384,1.4888875381179069e-08,5.8646257226629e-08
Akr1c12,0.03428046293084719,5.491669,1.9907633685445594e-08,7.821577904840045e-08
Mettl7a1,0.029800713516075102,5.4701376,2.248431622478183e-08,8.811575067332221e-08
Zfp362,0.022418702393984576,5.4208035,2.966586688018368e-08,1.159665705316271e-07
Gata3,0.018059585173074856,5.3759346,3.809322199204654e-08,1.4853477995891196e-07
Nek6,0.027574964933946792,5.356394,4.244967836312858e-08,1.651057841862388e-07
G0s2,0.06615236124004154,5.348245,4.4405560593740125e-08,1.72280220047894e-07
Fam102a,0.020227791289190694,5.3364754,4.738536878681503e-08,1.8338137720497418e-07
Gbp2,0.025298221403585758,5.2741556,6.668435262031093e-08,2.57424882434517e-07
Tcf7l2,0.02851903558798423,5.268303,6.884538104627048e-08,2.6510609417817586e-07
Gm15915,0.031530975977163936,5.2181993,9.03355230190977e-08,3.469960040535068e-07
Rab39b,0.013913352308947979,5.2101703,9.433370201466061e-08,3.6145685821459066e-07
Rad54b,0.030926493373962072,5.205212,9.688756790536358e-08,3.7032581510494523e-07
Padi2,0.023054433928692927,5.2005267,9.936227611661291e-08,3.788492695283665e-07
Clec4a1,0.0794259812213311,5.194164,1.0282101368678904e-07,3.9107353608636224e-07
Tbc1d16,0.02472606590401627,5.1886473,1.0591360109738377e-07,4.0184866298713255e-07
Tmem216,0.043039554443117536,5.179361,1.1132369938654029e-07,4.2134251014759013e-07
Cdh1,0.019816231362955305,5.1754255,1.1369605893505911e-07,4.2927194934505243e-07
Pilra,0.11965629297633083,5.171554,1.1607752543168706e-07,4.371971030857702e-07
Ctsd,0.03542222869092105,5.1362686,1.4012350856521337e-07,5.259510916981606e-07
Serpinb6b,0.019515519398193244,5.136003,1.4032157679027155e-07,5.259510916981606e-07
Snhg12,0.031627806485070936,5.1300926,1.4479982477206944e-07,5.414254317564336e-07
Gp9,0.011347225062646574,5.083494,1.852769629091165e-07,6.911053941766563e-07
Selm,0.033345105915608325,5.077951,1.907635729870543e-07,7.09860603326827e-07
C3ar1,0.017048686148977067,5.072736,1.960683950039557e-07,7.278510203024543e-07
Ciita,0.025383434481597557,5.054275,2.1601432739172168e-07,7.999765043119262e-07
Cxcr2,0.040680531578953384,5.03508,2.3882470970806306e-07,8.82340454959622e-07
Gadd45b,0.03355571520185322,5.0280395,2.4775996742632426e-07,9.131724513713095e-07
Spsb1,0.01719882963811911,5.021567,2.562582739463361e-07,9.422513255794021e-07
Bok,0.016749082540589672,5.018398,2.605209866858277e-07,9.55655183387823e-07
Gm5111,0.023096845444435476,5.0102367,2.7181559193458116e-07,9.947294002712332e-07
Meg3,0.017947326534364743,4.9718304,3.316186287348111e-07,1.2107208426450178e-06
Syne1,0.07680214422171892,4.9547606,3.6209707715156594e-07,1.3188853539544095e-06
Fgl2,0.030615971005429322,4.9502735,3.705462791792616e-07,1.3464921130739365e-06
Anpep,0.04025589369876867,4.940495,3.8962242750158685e-07,1.4124953577809284e-06
Ifi27l1,0.02309814396359854,4.9379,3.948414432206125e-07,1.4280713880969818e-06
Tiam1,0.03434828268683387,4.9068694,4.627080174148941e-07,1.669631727175422e-06
Arhgap6,0.02221159233402473,4.902553,4.7299520514229294e-07,1.7027827385122545e-06
Galnt12,0.018944333587590963,4.901948,4.7445484715634626e-07,1.7040744858422832e-06
Nrp1,0.040554678122447944,4.8977866,4.84611005962849e-07,1.7365227713668757e-06
Gm2a,0.03251146148510742,4.8601484,5.864888747932965e-07,2.096731589330307e-06
Ptger3,0.03132950292118912,4.851515,6.126102751441424e-07,2.18507075097496e-06
Ptprn,0.014395634792182251,4.8505893,6.154760619055192e-07,2.190245847884468e-06
Klrk1,0.044203432779772185,4.8479166,6.238241330745575e-07,2.2148618302738872e-06
Arl4c,0.030352589459960937,4.8220887,7.103136527182746e-07,2.516168270956268e-06
Papss2,0.05283099969391471,4.8179126,7.253395077969488e-07,2.563528671391956e-06
Tlr13,0.06056082698795635,4.813688,7.408511263117919e-07,2.612386203942264e-06
H2-Ab1,0.07294466680721966,4.8019595,7.856023237091477e-07,2.763891811594911e-06
Nfatc2,0.0340953132023711,4.7934966,8.194961557845821e-07,2.8765987509173088e-06
Gimap1,0.022628653313862036,4.780501,8.742949282170932e-07,3.0620102915838465e-06
Shank3,0.006893294079635604,4.770217,9.2013808131782e-07,3.2152906317832627e-06
Fgr,0.05573989211386508,4.746209,1.0363220239440342e-06,3.6131227321292e-06
Tbc1d9,0.027971677365512183,4.7438984,1.0482201696961615e-06,3.64639285997676e-06
Rnase4,0.027428781899151492,4.7422595,1.0567382776547135e-06,3.6677821834293645e-06
Hexb,0.027084858521425264,4.737033,1.0843498978832923e-06,3.755198304079052e-06
Lipa,0.029293475078538314,4.7111835,1.2314114699286674e-06,4.254966418414235e-06
Gchfr,0.022175735255134613,4.7017665,1.289601803180721e-06,4.4461104483825305e-06
Rasgrp4,0.03330415337774889,4.698024,1.3134541605714727e-06,4.518282312365866e-06
Ccr7,0.018952432967548512,4.674493,1.4734046073805681e-06,5.057273463913791e-06
Plaur,0.03313595004400837,4.6648917,1.5438979526594272e-06,5.287508917515029e-06
Gm11992,0.018178761888046686,4.654298,1.625433140046988e-06,5.554460266650634e-06
Fcnb,0.07798636727668054,4.650026,1.6594671808656938e-06,5.658271356784349e-06
Desi1,0.030853844702865677,4.646093,1.6914036270891821e-06,5.754489702712206e-06
Ltc4s,0.02203263249324989,4.6064854,2.0476593301384284e-06,6.951264568101507e-06
Eya2,0.017070857520726887,4.599948,2.1129828061778655e-06,7.157324691385856e-06
Slc16a9,0.027279148161924015,4.5870557,2.2477040610075614e-06,7.597043420174028e-06
Pard6g,0.023060770259773312,4.5577583,2.585123928624466e-06,8.718457171047218e-06
Gapt,0.06600587875154344,4.5207477,3.081080314504333e-06,1.0368505058375452e-05
Atxn1,0.027447035052403417,4.516025,3.15056044937996e-06,1.0579322289891926e-05
Serpinh1,0.01877512439527495,4.512304,3.206361855227831e-06,1.0743394268165979e-05
Lgmn,0.023453045327177603,4.493486,3.5033326808251384e-06,1.1713086371311693e-05
Gm7694,0.023224204184125047,4.471949,3.875493929659705e-06,1.2929449575675049e-05
Tnf,0.020408414239245207,4.442688,4.442097632488207e-06,1.4787886312025258e-05
Csgalnact1,0.03275077578616938,4.4128466,5.10101502121251e-06,1.694500268849134e-05
Pknox2,0.07300492467419355,4.4117126,5.127808188913325e-06,1.6997531212928964e-05
Snn,0.023579448742246385,4.3663263,6.317683139882317e-06,2.089695192422613e-05
Lrrn3,0.011613607290655227,4.3549323,6.655402223393758e-06,2.196708452412268e-05
Mctp2,0.011791610831056485,4.31752,7.88960067931635e-06,2.598532308847172e-05
Fbxo10,0.014848514725252195,4.309993,8.162993430311391e-06,2.6828691783698584e-05
Slc40a1,0.11601511209360547,4.3051105,8.345121969234892e-06,2.736917120418562e-05
Kdm5b,0.01777566404180165,4.2669907,9.906372477878126e-06,3.237237043673862e-05
Ptger4,0.019198059218564455,4.2668533,9.912470017450973e-06,3.237237043673862e-05
B3gnt5,0.02158782577032797,4.262074,1.0126917620238625e-05,3.3003091528693454e-05
AW011738,0.023736795000338543,4.242815,1.103666878735285e-05,3.589235983786179e-05
Tec,0.03081110047250979,4.226251,1.188084020003685e-05,3.855668895106299e-05
Myl10,0.022359016064121762,4.206224,1.298364523051495e-05,4.20474535917095e-05
Ndst1,0.01958633002029562,4.2023773,1.3206319893089233e-05,4.2679296856998194e-05
Limch1,0.014474058046850428,4.1897144,1.396528663405494e-05,4.503804939482718e-05
F2rl2,0.032297365536235106,4.1771145,1.4761522423449376e-05,4.749289183518554e-05
Ehd3,0.021211880599074154,4.176709,1.478783841379808e-05,4.749289183518554e-05
Trp53inp1,0.02499330206827757,4.1755195,1.4865341369964163e-05,4.7642957434170854e-05
Pde2a,0.03704770378105693,4.168533,1.5328329248688775e-05,4.9025317514401286e-05
Ltb,0.016499078044233225,4.134103,1.781719618639018e-05,5.686808184851959e-05
Apln,0.017437759907100076,4.13345,1.7867900898715268e-05,5.6912573232944924e-05
Col18a1,0.01846805482130021,4.1295414,1.8174377630145798e-05,5.776989029048397e-05
Hspa1a,0.027919626108804958,4.0932536,2.126810169364674e-05,6.746520783148597e-05
Slc39a4,0.026889540867618817,4.0926123,2.1327030853982385e-05,6.751379092426326e-05
Casp12,0.020333535987322494,4.0821996,2.2305730647463512e-05,7.046790008627248e-05
Slc7a3,0.019946041831755544,4.073569,2.314908100058765e-05,7.29832533379016e-05
Stk39,0.017244300645218393,4.0428705,2.640039058470326e-05,8.294170164392471e-05
Lck,0.019941888850592657,4.042742,2.6414895936986355e-05,8.294170164392471e-05
Arhgef5,0.015607410996020239,4.0389366,2.684703556503805e-05,8.412795760056457e-05
Scn1b,0.0167682004295798,4.038107,2.6942146915316986e-05,8.425544126244584e-05
Capn2,0.021943665987158655,4.0327907,2.7559188322086236e-05,8.601133774715624e-05
Pik3ip1,0.0181817118081478,4.026847,2.8264908822858057e-05,8.803637597139693e-05
Sept3,0.015493678343885004,4.0202813,2.9064343421443496e-05,9.034458557508942e-05
Klf2,0.02464940146505195,4.0181265,2.9331353245825126e-05,9.099185335578616e-05
Ppp1r16b,0.026239176891212256,4.013045,2.9970261532597353e-05,9.278792970492141e-05
Pdlim7,0.021391821588593176,4.0068803,3.076301422422578e-05,9.493982846162108e-05
Arhgef25,0.019883785141631072,4.0066886,3.078798054763164e-05,9.493982846162108e-05
Emcn,0.015718333068222092,3.9480038,3.940278215021466e-05,0.00012126343293942801
Nov,0.025179553271197964,3.9468489,3.959325296394154e-05,0.000121607848389249
Ube2h,0.02115874871179106,3.939,4.091098366197116e-05,0.00012540634199748784
Dpp4,0.014445653366168529,3.9369414,4.126337724869636e-05,0.00012623657703751378
Mfge8,0.015558512304136613,3.920321,4.421555194487065e-05,0.00013500133019853997
5430435G22Rik,0.03379810652170487,3.9194949,4.436737543113481e-05,0.00013519822277046592
Pvr,0.020523194677002993,3.895593,4.8979397185694436e-05,0.00014895895254116894
Prkcq,0.016283091224704917,3.8771157,5.2851044211385617e-05,0.00016041846360632342
Eid2,0.017824117718486163,3.8743615,5.3452307363657e-05,0.00016192597220927797
Tbc1d8,0.030119315874740534,3.8684459,5.476562154613975e-05,0.0001655804338934069
Hscb,0.022155202283597023,3.8631475,5.596768716372557e-05,0.00016888495073966314
Vcl,0.02393050507525727,3.8524046,5.848177693891072e-05,0.0001761279974736066
Oas3,0.024407162606705845,3.8241987,6.559903295770625e-05,0.00019694834358447311
Gm14446,0.015947136473960313,3.8240094,6.564944786149104e-05,0.00019694834358447311
Rasa4,0.01861086942032638,3.823379,6.581759156284526e-05,0.00019707085442801636
Tmem9,0.020658955367224664,3.8207593,6.652072445323089e-05,0.00019879166303784056
Plscr2,0.020078170795334156,3.8076067,7.01591019406619e-05,0.00020894986042106946
Txnip,0.02231392185480243,3.8074982,7.01898755936409e-05,0.00020894986042106946
Cox6a2,0.025617753777340078,3.7851183,7.681772560324732e-05,0.00022824153403805535
Ank,0.02101429174362873,3.7028515,0.00010659482724185713,0.0003161087980275763
Foxo1,0.01345058519659782,3.7001777,0.0001077242877696874,0.0003188474138957478
Ltb4r1,0.03490156563798854,3.6939533,0.00011039719493199616,0.00032613522472276727
Epb4.1l3,0.012854678386734217,3.6923327,0.0001111032369032628,0.00032759582995476347
Thbs1,0.040752754399139994,3.6233745,0.00014539218393781373,0.0004278842219310564
Morc4,0.019225582922977956,3.6134105,0.00015109786447568954,0.0004438320573213803
Gpr183,0.03215313306970429,3.6085434,0.00015396050638719308,0.000451384211907907
Col16a1,0.014290948948414187,3.5924826,0.00016377128654508782,0.00047923998406766715
Fam129b,0.017813363570730843,3.5786762,0.00017266948859891209,0.0005043252233039923
Tnfrsf18,0.014775825602724156,3.5719907,0.00017713897841683922,0.0005164051574185821
Pag1,0.024853274460992784,3.55866,0.00018637582388560266,0.0005423116078475806
Ctsb,0.02281343485844893,3.552509,0.00019078793228422078,0.0005541082911369114
Atxn7,0.01823121948254234,3.5514612,0.00019154922158110398,0.0005552775187407284
Dab2,0.022684658472533373,3.5411863,0.00019916608207678636,0.0005762786823455425
Ppp3cc,0.014637557175465412,3.518377,0.00021709746868147443,0.0006269904505950046
Ablim1,0.01793906211346213,3.497536,0.0002347887150755325,0.0006768211004411998
P2rx4,0.021773412097619432,3.4911962,0.00024043153469740033,0.0006917992857092485
Vash2,0.01538157272622959,3.4667177,0.00026342743119249734,0.0007565596725157438
Serpinb9,0.017475205426198518,3.45171,0.00027852305827043446,0.0007984327670419122
Rsad1,0.013193078941170305,3.4255607,0.0003067658979227187,0.0008777700739082598
Smpd5,0.029576090747191166,3.4245536,0.00030790514092974495,0.0008794043508473159
Arnt2,0.007550147777671702,3.4220254,0.0003107824855040124,0.000885987638232433
Gnb4,0.01730527408025069,3.4174533,0.00031604969980267425,0.0008993473075267275
Iqsec1,0.023812749812043302,3.3988173,0.00033838954401721157,0.0009611504846580615
Klhdc4,0.02388536298118398,3.398282,0.0003390523486714519,0.0009612692962333472
Perp,0.020623851292579466,3.3908017,0.00034844256230872706,0.0009860860812685732
H2-DMa,0.01689212564107025,3.3885922,0.0003512619745608868,0.000992250979234038
Napsa,0.02122973305308044,3.3850706,0.0003557997961279204,0.0010032387694098738
Sulf2,0.013812599518494166,3.3825386,0.00035909597700929457,0.0010106919498370692
Pdzd4,0.014277226144356416,3.3787394,0.0003640950558938715,0.0010229022622934901
5430417L22Rik,0.022243772434417435,3.368249,0.00037823629345601345,0.0010607061273005594
Plxdc2,0.013040448880862707,3.3661103,0.00038118105439877956,0.0010670312336515566
Thnsl1,0.014512358458150784,3.3575678,0.00039315730135140123,0.0010985694990829767
Rras2,0.01670913447584097,3.3540974,0.0003981216972549767,0.0011104367339652324
Cyp4v3,0.012369484389889166,3.3296556,0.00043476724725675155,0.0012104670840889413
Fam101b,0.028219901419918574,3.3151064,0.0004580412569931976,0.0012729764197943803
Thsd1,0.01465597172065746,3.297223,0.00048822953740578737,0.001354443232803152
Cd97,0.04190944345347714,3.2732394,0.0005316119643090818,0.0014721562088559187
Ndst2,0.01962255208770564,3.2634346,0.000550352832339306,0.0015213324722522245
Neat1,0.018158243035068394,3.2583227,0.0005603643871551073,0.0015462461164279966
Zdhhc15,0.015664379384955664,3.2564723,0.0005640295858649478,0.0015535903895354788
Hs3st1,0.010746004291152371,3.2500432,0.0005769374874721036,0.0015863219016106862
Pea15a,0.017648340284769984,3.2002168,0.0006866213179113219,0.0018845563832034157
Acss1,0.012698899840403734,3.1948855,0.000699431649580911,0.0019163189266393809
Dock6,0.018060074470032973,3.1872585,0.000718141772861167,0.0019641050607581033
Tarm1,0.029682187807409312,3.176618,0.0007450155398313101,0.0020340106801743705
Gpr25,0.007408636164742534,3.1739945,0.0007517825926719009,0.0020488722772114484
Lmna,0.011525968641595117,3.1709824,0.0007596218403076806,0.0020665986094838126
Selenbp1,0.01752911886141569,3.1552925,0.0008016863292133771,0.0021772112940742243
Btg2,0.01693945617973805,3.1497824,0.0008169604981869968,0.0022148070949097568
Tcp11l2,0.0183319605257377,3.1344285,0.000860946050647511,0.0023299728783257815
Il6,0.013079197731931587,3.0952816,0.0009831305946910792,0.002655996789846057
Tinagl1,0.016160516479555746,3.0945206,0.0009856563265235308,0.0026581811732725186
Msra,0.023300046478364117,3.0912302,0.0009966453317517747,0.002683142562698691
Gata1,0.022923990778032807,3.0891623,0.0010036086015925232,0.002697198116779906
Glul,0.018183211042598606,3.078243,0.0010411251730695161,0.0027931746410946464
Krt18,0.012546863770171553,3.0728161,0.0010602454827841157,0.002839550185726317
Slc17a9,0.022464111944926105,3.0653796,0.0010869693597790717,0.0029060942468704712
Osbpl5,0.013437052589689719,3.0612736,0.0011019880874940258,0.0029411682059323307
Irf7,0.016281526953910518,3.0596342,0.0011080373619730788,0.00295222347045495
Gadd45g,0.018998924090174587,3.0352511,0.0012016773532133674,0.0031962139910211213
Slc24a3,0.019956323672173166,3.0252008,0.0012423403522676935,0.003298701312710788
Rab27b,0.012262418419360963,2.9861267,0.0014126779615963984,0.003744564185875385
Plekhg5,0.009780033663441328,2.9642465,0.0015171255682198338,0.004014547657443253
Rnf151,0.010459919031437738,2.9415355,0.0016329471734264234,0.004313655673146934
Emr1,0.02493337655743387,2.9351025,0.0016671878151493773,0.004396604323426297
Axl,0.012738431734441592,2.9103923,0.001804876847863248,0.004751614558660387
Ctse,0.009845011825037067,2.9034846,0.001845175699661235,0.004841565037744617
Hoxa10,0.013475083593734248,2.9034636,0.0018452993360912947,0.004841565037744617
Osm,0.017669785295474295,2.8874288,0.0019420227499244397,0.00508671948711173
Ppapdc2,0.013388626018058881,2.8840454,0.001963010975492209,0.005133008429158682
AI848285,0.007922329821341828,2.8815544,0.001978594812168802,0.005165033337668306
C230081A13Rik,0.013831560236287113,2.8774333,0.002004623288925131,0.005224169783259432
Tst,0.0215151953674304,2.8584554,0.002128544609939485,0.00553779337174172
Kdr,0.011402020198858187,2.835699,0.0022862753386928597,0.005938178228685482
Cmtm8,0.012415545142471196,2.8348668,0.0022922400648094335,0.005943697856490792
Prkcb,0.024445218035871904,2.8307922,0.0023216439339680444,0.00600987426385039
Ets1,0.02226767126549327,2.8180213,0.002416030229702427,0.00624376426640961
Mreg,0.019265900463163066,2.8146765,0.0024413176888262826,0.006298599637171809
Furin,0.017935647889769774,2.7957997,0.002588573521751854,0.006667407340552196
Evc2,0.03377415430245505,2.7948165,0.0025964591307185824,0.006676609193276355
Fmnl2,0.013557509889207387,2.7718968,0.002786534767795829,0.007153492239714665
Aldh1a1,0.010915592250622929,2.7668476,0.0028300603152471605,0.00724312408103329
Dusp6,0.0141157949602067,2.7667615,0.002830807538129936,0.00724312408103329
Cd177,0.04225022454470306,2.7652495,0.0028439637085718376,0.007264778582292418
P2ry13,0.018284738930079297,2.7555254,0.00292989817107675,0.007471964363800345
Scml4,0.018294410586165277,2.7409859,0.0030627570807906096,0.007797940725433986
Sord,0.016646490075549757,2.716099,0.0033028078707314753,0.008395314587672125
Sgk1,0.01818119967868022,2.7051194,0.0034139924054559945,0.008663705317452261
Acrbp,0.013419202098940736,2.6771235,0.003712862379523312,0.009406728254504233
Elk4,0.016281447156695224,2.6761167,0.0037240352405917398,0.009419618549732047
Lst1,0.022874536173056476,2.6751745,0.0037345184165030678,0.00943072513661786
Rasal3,0.014305988848225988,2.671576,0.003774798457971191,0.009516918587849192
Rgs1,0.011854509489751374,2.6666074,0.003831056252012532,0.009643048907504715
Timp3,0.01196564968745938,2.657207,0.003939552219068264,0.009900043563502716
Sertad1,0.014149828176845024,2.6399808,0.004145536297927974,0.010400794471948952
Anxa4,0.014028004653608945,2.6315522,0.004249790207894294,0.01064510556928862
P2ry1,0.01761601838636346,2.618721,0.004413004923621548,0.011036076933386358
Rras,0.015794260569651438,2.6162462,0.0044451211521059466,0.011098463779774201
Klf1,0.012458826280704244,2.595305,0.004725351116970832,0.011779136117666423
Ampd3,0.01590216265817628,2.578235,0.004965323115904295,0.012357427947620334
Mgll,0.020086784993561705,2.577308,0.004978659976294319,0.01237073136966871
Aim1,0.017197712399505433,2.5723171,0.005051015532701045,0.012530403917662207
Ulk2,0.011427308299623396,2.5609868,0.005218766733294697,0.012925841445024306
Padi4,0.014459787394904547,2.5457194,0.005452640710139017,0.013483526867883703
Hgf,0.014208771905938685,2.5418575,0.005513256214801951,0.013611675630802903
Sh3pxd2b,0.014175303616931187,2.5375683,0.005581278728551967,0.01375767431815039
Gcfc2,0.017333362977281414,2.5140817,0.005967138885346921,0.01468542288476476
Shroom3,0.016015219693396164,2.5127919,0.005988998842735573,0.01471582572786455
Gm4349,0.014281247287272031,2.5115557,0.006010016249360237,0.014724634484109985
Anxa6,0.013162108935829284,2.5114622,0.006011607877233534,0.014724634484109985
Cd33,0.02137032574828912,2.4956386,0.006286531146817358,0.015373697022548611
Golim4,0.015266403909228864,2.4943573,0.006309271812087029,0.015404972815632051
Tead2,0.012411930193738551,2.4848347,0.006480580683413933,0.01579832897310987
Cyp4f16,0.017187684783896238,2.476897,0.006626507082688112,0.01612866818239182
Smim3,0.01284855823656436,2.4556477,0.007031547308485474,0.017087653427842252
Ifi204,0.02947350764303607,2.4533176,0.00707726436012163,0.017171795030514553
Prss34,0.01752096972218256,2.4425354,0.0072922495855327835,0.01766573139030477
Nsg2,0.007753721403665259,2.4320388,0.007507049764312534,0.018157676617430944
Kdm6b,0.01552110955618649,2.4226851,0.007703136452944683,0.018602894273257987
Rbpms2,0.01747437469070948,2.381909,0.008611578969180174,0.02076436798176154
Lztfl1,0.011770609293839674,2.3682551,0.008936103163781836,0.021513355672681624
Mrvi1,0.01768217404331789,2.3671885,0.008961901736287275,0.021541962558653264
Ak1,0.01187811425827777,2.3534253,0.009300673350557464,0.02232161604133791
Zfp709,0.0076027421153446115,2.3452096,0.009508193005124056,0.022784338656241545
Sh3pxd2a,0.013930467724374554,2.3296852,0.00991139737264696,0.023713822461912667
Cpox,0.016614561622778752,2.3198092,0.010175600632325395,0.024308379288332887
Cd14,0.021654010026090194,2.3150172,0.010305994755476007,0.024581941265757874
Serpinb6a,0.013520437971645158,2.3022046,0.010661818094399913,0.025391529861740102
Gbp5,0.010879677533791198,2.285086,0.011153895220292627,0.02652262642244698
2010315B03Rik,0.011294082359011423,2.2557025,0.012044634592317324,0.0285771607074919
Selp,0.014034563869783589,2.255377,0.01205483587983993,0.0285771607074919
Cct6a,0.008910143522039322,2.2480068,0.012287877498923027,0.02908207927070195
Mllt6,0.01054284429371786,2.2474575,0.012305401758598048,0.02908207927070195
Esam,0.008891642905693468,2.244248,0.01240822740226193,0.02928039027241077
Ccdc92,0.01050548310923539,2.2286067,0.01292004240714676,0.030441743753825246
Ccser2,0.010682674743520386,2.2142274,0.01340656864831144,0.031540073354994085
Tecpr1,0.013312156508350078,2.2131822,0.013442543010874533,0.031576717118108916
Fpr2,0.04628887087131471,2.2104595,0.01353664517287703,0.03174958595092976
Clec2d,0.009659839989358559,2.204703,0.013737467992266354,0.032171861500799266
Rfx2,0.013940719555281218,2.1986365,0.013951888593031508,0.0326246579184483
Mylk,0.011669258019089088,2.1957026,0.01405662016859889,0.032819981932113246
B3gnt7,0.006434801109390349,2.1931386,0.01414869736555155,0.032985216147400305
Prex2,0.010153887591200957,2.1892676,0.014288696627806683,0.033261507338112395
Lsr,0.027856306390747508,2.1882238,0.014326650728448971,0.03329978277423275
Tnfrsf23,0.023835176971705202,2.1857514,0.014416897682972211,0.033459306766478236
Bach2,0.009553207263775966,2.1430504,0.016054524502222896,0.03720419749916323
H1fx,0.010178497266108907,2.1373312,0.01628552953589552,0.03768310870189277
